author,authorLink,content,forward,forward,comments,fabulous,time,source
大西安那点事儿,https://weibo.com/5577020472?refer_flag=1001030103_,#西安爆料# 【#烤肉店恢复营业生意火爆#，仅外卖日入过万】2月22日，陕西西安。疫情影响下各行业停业近一个月，近日部分商店开始恢复营业。一家烤肉店恢复了外卖业务，工作人员介绍夏天旺季时店里有50余位员工，每天营收2~3万元，现在只有10余员工复工，只接外卖单，每天能有100多单，收入达1.5万元左右，生意很不错。直到晚上9点，门口也都是等待接单的外卖员。@千里眼短视频 L千里眼短视频的微博视频 2咸阳 ,,,,,26秒前,Android
新浪军事,https://weibo.com/1499104401?refer_flag=1001030103_,【首尔市长: 韩国闹MERS的时候 中国可没有禁止韩国人入境】2月23日，韩国首尔市长在接受电台节目采访时指出，“一旦出现传染病就拿某个特定社会团体来做替罪羊，这不是阻止病毒传染的方法。首尔当时MERS疫情有多严重，当时中国把韩国国民挡在门外了吗?”(观察者网) L微丢的微博视频, 16, 16, 2,67,30秒前 转赞人数超过70,微博 weibo.com
雅安车管,https://weibo.com/5218442792?refer_flag=1001030103_,#车管动态#【雅安市车管所警邮合作给力复工复产】2月24日是雅安市车管所窗口全面恢复车管业务办理工作的第一天。为确保疫情防控、复工复产“两不误 ”，小编在此给大家支招：车管所综合办证大厅内设有中国邮政雅安市雨城区分公司服务点，广大车主、驾驶人可通过公安部互联网交通安全综合服务管理平台(网址:O四川省公安厅交通管理局互联网交通安全服务管理平台)或者手机登陆“交管12123”APP，足不出户即可申请办理补换机动车牌证、补换驾驶证、审验学习、机动车免检合格标志的换领核发、临时号牌等车驾管业务，网上办理的这些牌、证都将免费寄达，所需邮资也是由公安交警承担。@雅安交警 @微雅安 @雅安日报-北纬网 @雅安同城会 @平安雅安 @雅安市交警支队直属二大队 ,,,,,27秒前,360安全浏览器
深圳龙岗交警,https://weibo.com/2861504544?refer_flag=1001030103_,#抗击疫情公安在行动# 【沙画里的美好祝愿】在全民战“疫”的这个冬天，我们感动于逆行而上的医务人员，同时也承担着绝不后退的守护职责。我们都在坚持，都在等待，春暖花开，否极泰来的那天。#疫情当前 警察不退##上海加油##上海战疫# @警民直通车-奉贤 L警民直通车-奉贤的微博视频,,,,,30秒前,小编林林林Android
生活报,https://weibo.com/1898885525?refer_flag=1001030103_,"#我为黑龙江医疗队打call# 【齐齐哈尔最美“警医家庭”：夫妻俩奋战一线30天没见面 相聚2分钟只为夫送妻再出征】妻子是""天使白""，丈夫是""公安蓝""，不同的岗位、不同的职业，但面对突如其来的新冠肺炎疫情，他们却有了同样的身份——""逆行者""。他们是夫妻，更是战友，他们携手并肩，共战""疫""情，用责任与担当诠释了""警医""之家的""最美逆行""。 链接: O【防疫一线】齐齐哈尔最美“警医家庭”：夫妻俩奋战一线30天没见面 相聚2分钟只为夫送妻再出征 ",,,,,31秒前,龙头新闻
重庆交巡警,https://weibo.com/1921066184?refer_flag=1001030103_,【重庆公安交巡警积极做好交管服务全力护航企业复工复产】为服务保障我市企业复工复产，畅通道路交通运输，重庆市公安局交巡警总队迅速落实《重庆市公安局服务疫情期间企业复工复产37条措施》，全力抓好保障货物运输、开辟运输“绿色通道”、提供流动车管所上门服务、车驾管预约服务、增设“快速办理”窗口、服务机动车检测站、车驾管社会服务站和驾驶人考场、优化占道施工、配合做好务工人员集体返程运输、强化企业周边交通秩序维护等9项交管服务措施落地落实，及时帮助解决企业复工复产中的具体问题，推动恢复交通运输秩序，主动护航经济社会发展。 #疫情当前警察不退# ° O重庆公安交巡警积极做好交管服务全力护航企业复工复产 ,,,,,33秒前,微博 weibo.com
林海日报,https://weibo.com/3007345023?refer_flag=1001030103_,#疫情，林区# 2月25日，兴安石油公司恢复职工通勤客车，要求司机出车前做好消杀防疫工作，司乘人员佩戴口罩，乘车人员乘车后要分散乘坐。恢复第一时间，公司主要领导对通勤客车内司乘人员进行安全防护检查。,,,,,33秒前,搜狗高速浏览器
健康中国,https://weibo.com/2834480301?refer_flag=1001030103_,#健康发布# 【截至2月24日24时新型冠状病毒肺炎疫情最新情况】2月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例508例，新增死亡病例71例（湖北68例，山东2例，广东1例），新增疑似病例530例。当日新增治愈出院病例2589例，解除医学观察的密切接触者15758人，重症病例减少789例。截至2月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例47672例（其中重症病例9126例），累计治愈出院病例27323例，累计死亡病例2663例，累计报告确诊病例77658例，现有疑似病例2824例。累计追踪到密切接触者641742人，尚在医学观察的密切接触者87902人。湖北新增确诊病例499例（武汉464例），新增治愈出院病例2116例（武汉1391例），新增死亡病例68例（武汉56例），现有确诊病例43369例（武汉34691例），其中重症病例8675例（武汉7647例）。累计治愈出院病例18854例（武汉10337例），累计死亡病例2563例（武汉2043例），累计确诊病例64786例（武汉47071例）。新增疑似病例373例（武汉282例），现有疑似病例2292例（武汉1529例）。累计收到港澳台地区通报确诊病例121例：香港特别行政区81例（出院19例，死亡2例），澳门特别行政区10例（出院6例），台湾地区30例(出院5例，死亡1例)。 , 467, 467, 936,6873,今天08:54,微博 weibo.com
I拾壹11,https://weibo.com/2495760420?refer_flag=1001030103_,Eleven很乖我在上课她跟奶奶在午休。。停课不停学同学们很配合也很用心。希望疫情早点过去，让一切回归正常。 2深圳,,,,,3秒前,iPhone客户端
猫薄荷一样的小胖子,https://weibo.com/2462743517?refer_flag=1001030103_,我记得疫情刚开始被媒体报道出来的时候 大家都陷入了焦虑恐慌 很多非湖北地区的人们也都出现了所谓的替代性创伤 但是到今天 我们可以让自己抽离出来 因为我们处在一个安全健康能保障生活的环境。我们不听不看 我们还是可以过的几乎和以前一样 可是在湖北的人们呢 他们要怎么抽离怎么忘记 每天一睁开眼就得面对我们想都想不到的日子 哎 今天看到武汉发布说的那些憨话是又让我陷入深深的无力感…希望一切都快点好起来 希望……春遂人意 拜托了🙏一个迷信 但几乎不会有什么用也不会被神仙听见的心愿只能这样 所以无力… ,,,,,3秒前,Android
汾阳法院,https://weibo.com/3881405040?refer_flag=1001030103_,【山西“健康码”上线 出行有了电子凭证】为进一步做好疫情防控期间返岗、返工等人员健康监测和服务，山西省卫健委及时研发了山西“健康码”系统，即日起在全省范围内推行使用。该码可作为交通卡口、公共场所、小区、企业和乘坐交通工具的重要电子凭证。向检查人员出示健康码，配合当地管理要求通行。,,,,,5秒前,HUAWEI Mate 30
machealzhmg,https://weibo.com/1758930355?refer_flag=1001030103_,公司是什么时候开始启动对新型冠状病毒产品的开发的？高坂桐乃· 2020-01-21· 来源 网站万孚生物 [300482]已关注尊敬的投资者：您好！感谢您的关注。 在本次疫情爆发之后，公司第一时间组织研发团队进行开发。目前公司完成了新型冠状病毒（2019-nCoV）系列检测试剂新品的研发，包括基于胶体金免疫层析法的2019-nCoV新型冠状病毒抗原检测试剂、抗体检测试剂，以及基于荧光PCR平台的2019-nCoV新型冠状病毒核酸检测试剂盒。部分产品已经完成了注册产品抽样工作，目前正在报证进程中 ,,,,,4秒前,微博 weibo.com
中国日报,https://weibo.com/1663072851?refer_flag=1001030103_,#抗疫在一线#【#伊朗小哥坚守武汉#，为医护人员送温暖】在武汉的Wakanda咖啡馆，来自伊朗的咖啡师西纳•卡拉米成为疫情中的坚守者。咖啡馆附近有几家收治新冠肺炎患者的医院，咖啡馆每天给医院免费送咖啡，为战斗在一线的医务人员提供后勤支持。小哥说：“我爱这个城市、这些人。在一切正常的日子中，他们一直对我非常好。现在，他们面临困难了，我也不会抛下他们。” L中报视频的秒拍视频 , 7, 7, 8,60,4秒 转赞人数超过60,微博 weibo.com
王屹然律师,https://weibo.com/2854800551?refer_flag=1001030103_,5秒前  来自 iPhone客户端,,,,,5秒前,iPhone客户端
中国足球-CFA,https://weibo.com/1923177694?refer_flag=1001030103_,中国足协已正式发布最新一期国足名单，根据计划，#国足#将于3月4日起在阿联酋迪拜集中，随后开始新一期集训。对于武磊，《北京青年报》透露，由于要代表西班牙人参加各项赛事，因此武磊将无缘参加国足本阶段前期集训，他甚至可能会直接前往泰国与球队汇合。此外，鉴于疫情及对球队健康出行的考虑，国足此次在海外拉练、比赛期间将全程采取“封闭”管理。抵达迪拜后，球队将集中住在酒店的两层内，并在独立的区域内进餐。每日全队成员必须“集体出入”，在迪拜的生活基本沿着“酒店到训练场，再到酒店”的两点一线轨迹。 ,,,,,6秒前,搜狗高速浏览器
利通区总工会,https://weibo.com/6493282081?refer_flag=1001030103_,磨难压不垮 奋起正当时| 宁夏各地贯彻中央和自治区部署统筹做好疫情防控保持经济社会平稳发展@手机浏览器 O网页链接,,,,,7秒前,荣耀Note10 大屏旗舰
电商报,https://weibo.com/1956700750?refer_flag=1001030103_,【顺丰2019年营收超1121亿元 同增23.37%】2月25日消息，顺丰控股公告称，公司2019年实现营业总收入1121.9亿元，同比增长23.37%。尽管受到春节和新冠肺炎疫情影响，但顺丰在2020年1月依然保持稳定增速，实现营收(含供应链业务)116.28亿元，同比增长14.4%。O顺丰2019年营收超1121亿元 同增23.37%, 3, 3, 2,10,6秒 转赞人数超过10,微博 weibo.com
平安洛阳-古城派出所,https://weibo.com/2101646062?refer_flag=1001030103_,【宅家get新知识 ，防疫防骗两不误】 当举国上下将目光聚焦在抗击疫情进程上，一些不法分子乘虚而入，伺机电信诈骗。防疫的同时也要防骗！牢记“四不”和“一及时”：不转账、不轻信、不透露、不链接，及时向公安机关报案。L淮南公安在线的微博视频,,,,,7秒前,微博 weibo.com
余姚市朗霞街道,https://weibo.com/3160612002?refer_flag=1001030103_,#防控疫情 余姚在行动##朗霞播报##甬抗肺炎# 余姚市复工企业指导组和朗霞街道城建城管办到姚北新城核心A-3、A-4两地块，检查并指导做好防疫物资储备、企业日常防疫管控、返工人员档案等工作。@余姚发布,,,,,7秒前,360安全浏览器
