author,authorLink,content,forward,forward,comments,fabulous,time,source
太原发布,https://weibo.com/3268152967?refer_flag=1001030103_,【太原市发布进一步加强外地返（抵）并人员管理工作通知】#太原身边事# 针对目前我市迎来复工复产复学的实际情况，为有效做好新冠肺炎防控工作，严格落实“外防输入、内防扩散”要求，2月21日，市疫情防控办发布《进一步加强外地返（抵）并人员管理工作通知》。各学校和机关团体企事业单位，对本单位赴湖北、平遥以及其他高风险区探亲或出差人员要及时通知到位，疫情期间一律不得返并；对其他外地返（抵）并人员要进行健康状况摸底调查登记，在向当地社区、村委会报告的同时，督促其向居住地所在社区、村委会报告，进行健康监测或居家医学观察14天。湖北、平遥以及其他高风险区拟返（抵）并人员，非经我市相关县（市、区）疫情防控办同意，一律不得返（抵）并。非经批准擅自返（抵）并的将追究其所在单位及相关单位责任，并由居住地或卡口所在地县（市、区）对其实施集中隔离医学观察14天。对其他地区返（抵）并人员要进行信息登记，按照有关规定，确定为中风险区的，由社区、村及基层医疗机构对其实施居家医学观察14天，观察期满无异常情况，可正常出行、上班；确定为低风险区的，如无发热、乏力、咳嗽、腹泻、结膜充血等相关症状可上岗工作，并实施14天的健康监测。一旦发现有发热等症状，要及时就医，并向社区（村）或单位报告。市疫情防控领导小组各成员单位要加强对本系统、本行业防控工作的督查督导和防控措施的落实，特别是对所监管单位有关湖北、平遥等外地返（抵）并人员管控工作要严格督查，及时发现问题，及时督促整改。各县（市、区）、各部门、各单位要充分认识“双返”“四后”的高峰期就是“双防”的关键期，克服麻痹松懈思想，严格落实各项防控措施，特别是外地返（抵）并人员管控措施，确保防控工作无漏洞、无差错，不留死角。如因履职不到位，造成疫情扩散蔓延的，要严肃追究相关责任。 , 7, 7, 13,19,02月24日 22:16 转赞人数超过10,
天光海岸的你我,https://weibo.com/5634062925?refer_flag=1001030103_,趁着复工复产的潮流，我也复学吧。没有太晚的开始，总有一天，那个一点一点可见的未来，会在心里，也会在脚下慢慢清透。,,, 2,3,02月24日 22:12,红米Redmi
正义的呼声A,https://weibo.com/1939078154?refer_flag=1001030103_,湖北广水#广水那些事儿# 【广水市教育局通知】各镇办中心中学，市直各学校，各市管民办学校:从即日起，请各地各校通知以下三类人员做好居家隔离14天，做好开学复学后教学准备:一、从外县市特别是严重疫区返回广水的教师、学生；二、与发热、隔离、疑似、确诊病例人员有密切接触的教师；三、前期在社区、村镇各路口完成志愿值守的教师。隔离期间，如有发热、咳嗽等症状，请立即与社区、卫生部门联系。二0二0年二月二十四日 ,,, 5,2,02月24日 21:54,湖北广水超话
里水和顺中心小学,https://weibo.com/2150375482?refer_flag=1001030103_,复学在即，里水教育系统正密锣紧鼓地开展复学工作。区、镇教育局、教师团队、党员志愿者先锋队、家长联合会等各种群体力量纷纷行动起来，打响“复学战”，在党建引领下积极做好群防群控，共同开展校园疫情防控的各项工作，保障里水学子顺利复学。『南海战“疫” |多方携手齐抗“疫” ，里水教育打响“复学战”』O网页链接 ,,,,2,02月24日 21:40,nova5Pro人像超级夜景
醉三鱼,https://weibo.com/2750140273?refer_flag=1001030103_,02月24日 21:01 转赞人数超过10  来自 🦁🐱Android, 1, 1, 8,12,02月24日 21:01 转赞人数超过10,🦁🐱Android
大风啊骤雨,https://weibo.com/3518015503?refer_flag=1001030103_,#疫情得到有效控制前高校不开学#可以理解！！但也请发布一下具体是上网课 还是复学后双休变单休 减少暑假吧！！不然有的学校真的是又上网课 又要双休变单休上网课真的很辛苦 再接着听到有可能要双休变单休 心态要崩了如果减少暑假的话 那也请没有空调的高校考虑考虑装空调好吗！！！真的很难熬！！ ,,,,6,02月24日 21:00,iPhone客户端
青年之声-安阳,https://weibo.com/1960544900?refer_flag=1001030103_,发布了头条文章：《团市委书记元浩调研学校领域团（队）开展疫情防控工作和复学准备情况》 O团市委书记元浩调研学校领域团（队）开展疫情防控工作和复学准备情况,,,,1,02月24日 20:40,微博 weibo.com
-_-老uncle,https://weibo.com/1930928405?refer_flag=1001030103_,虽然无所谓（懒得打）你家活动，不过别人放假你家放假别人复工复学你家就开活动也有点好笑,,, 1,1,02月24日 20:36,微博国际版
jackiuuuuuu,https://weibo.com/1750757093?refer_flag=1001030103_,看到18号令，基本是小区解封的信号弹，预计未来两到三天，小区、街道、商场都会热闹起来了。公交、地铁恢复，复工复业复学的号角吹响了。一边又喊着“不能松懈”、要戴口罩、不聚集。真是一声叹息，全都解封了，憋坏了的人蜂拥而出，还想要不聚集？怎么可能？？接下来，真的就靠运气和自身免疫力了。“自由”回来了，还带来了恐慌 ,,,,,02月24日 20:33,微博国际版
科教风光,https://weibo.com/5271356515?refer_flag=1001030103_,#广西抗击新冠肺炎# 【为复学提供消杀保障 西大联合博世科向全区高校捐赠消毒液1000吨】广西日报记者奚振海 通讯员农琼庆报道：2月24日，广西大学、广西博世科环保科技股份有限公司联合向广西高校捐赠价值500万元的二氧化氯消毒液1000吨，为全区各大高校顺利复课提供充足的防疫物资保障。这些消毒液是采用广西大学与博世科环保联合开发的国家技术发明二等奖专利技术生产出的高纯度二氧化氯配制而成，具有高效消毒灭菌、使用安全方便等特点。@广西日报 ,,,,2,02月24日 20:28,360安全浏览器
碧翰烽1号,https://weibo.com/1283919130?refer_flag=1001030103_,【湖南省疾控中心：疫情未控制，不宜开学】关于何时复学，湖南省疾控中心应急办主任刘富强表示：“要复学，需要疫情得到控制。”他说，开学时学生大量聚集，给疫情防控带来极大的考验，所以未控制之前不建议复学。一者，孩子是全社会关注的焦点，来不得半点疏漏。二者，学校防控难度之大，可想而知。三者，除了中高考学生之外，其他学生延迟开学，并不会受到太大影响。四者，对于广大老百姓来说，判断疫情是否得到控制，可以看开学的时间，以及两会的时间，还有餐馆完全正常聚餐的时间。#阻击疫情在三湘# , 2, 2,,2,02月24日 20:19,360安全浏览器
宇宙锦鲤-,https://weibo.com/3745529393?refer_flag=1001030103_,02月24日 20:18  来自 HUAWEI P30 Pro,,, 4,2,02月24日 20:18,HUAWEI P30 Pro
Lunixcorny,https://weibo.com/5836012855?refer_flag=1001030103_,#🌈巽妤的小日子#来看豹纹姐姐🙈复学第一妆（其实就是上条微博同一个小时拍的）谁能想到小罗那天顶着这个妆给班上同学开了两个小时班会，做了四个视频直播测试呢QAQ大家都不开摄像头，我还必须把摄像头全开两小时以后再也不当班长了鬼知道多了多少表情包 ,,, 5,1,02月24日 20:15,iPhone客户端
大众网·泰安,https://weibo.com/1710960885?refer_flag=1001030103_,#泰安身边事# 【关于电子健康通行卡应办尽办的通告】　为从严从快落实省委疫情处置工作领导小组（指挥部）办公室《关于启用复工复学人员电子健康通行卡的通告》有关要求，保障复工复学人员顺利通行，现将有关事项通告如下：O关于电子健康通行卡应办尽办的通告 @泰安同城 @发现泰安, 1, 1, 3,1,02月24日 20:13,微博 weibo.com
青县司法,https://weibo.com/5186265158?refer_flag=1001030103_,发布了头条文章：《确保复学安全！河北1市教育局出台46条细则！》 O确保复学安全！河北1市教育局出台46条细则！,,,,1,02月24日 20:06,微博 weibo.com
孙悟饭QvQ,https://weibo.com/6382250874?refer_flag=1001030103_,#外国留学生上网课的烦恼# 我的想法是：这会没法复学，对于初高中生来说，有中高考的压力，开网课进行复习确实应该支持，但对于高校的话我觉得就没有这个必要了吧，直接拿暑假周末来抵就行啦，何必弄得老师学生两头堵。,,, 1,58,02月24日 20:00 转赞人数超过50,
墨白_Vivian,https://weibo.com/2487945367?refer_flag=1001030103_,02月24日 19:41  来自 圆圆的iPhone 8,,, 2,1,02月24日 19:41,圆圆的iPhone 8
湖南微政务,https://weibo.com/3499010272?refer_flag=1001030103_,#湖南防控新型肺炎# 【湖南何时开学？省疾控中心：疫情未控制，暂不宜开学】根据省教育厅之前下发的有关文件精神，全省各级各类学校2020年春季开学时间不早于3月2日。因此，之前有谣言说“湖南开学时间已确定，高三、初三年级为3月2日。”关于何时复学，需要疫情得到控制，对疫情评估后才能决定；况且，不单纯是要考虑湖南省的疫情形势，还要考虑其他省份的疫情形势。开学时学生大量聚集，给疫情防控带来极大的考验，所以未控制之前不建议复学。O湖南何时开学？省疾控中心：疫情未控制，暂不宜开学 , 3, 3, 4,15,02月24日 19:35 转赞人数超过10,微博 weibo.com
豆阿逗_,https://weibo.com/3044587057?refer_flag=1001030103_,02月24日 19:19  来自 Android,,, 4,2,02月24日 19:19,Android
咪咕头条资讯,https://weibo.com/6077299654?refer_flag=1001030103_,#张文宏 复旦大学新冠肺炎防控第一课#划重点！张文宏的复旦新冠肺炎防控第一课讲了啥?继复工潮之后的复学问题也广受关注，那么该如何做好防护呢，避免感染呢，听听张文宏老师的建议吧 #上海医院不得无故禁止病房探视和陪护# L张文宏复旦开讲：上学之后应该注意哪些, 27, 27, 16,14,02月24日 18:18 转赞人数超过20,360安全浏览器
傲寒Austin,https://weibo.com/5970237448?refer_flag=1001030103_,对金钟铉写日记刚接受小伙伴的建议，由于疫情影响，复工时间就是复学时间，很多小可爱地址会发生改变。所以我打算写完之后先返图，等完全解禁后再寄（一定会到各位小可爱手上的！）这样可以解决一部分小伙伴改地址不能按时收到信的问题。对于想要惊喜的小伙伴真的抱歉了🙏🙏🙏需要明信片的小伙伴可以私聊我哦，每一张都是满满的爱，每个小可爱我都认真对待愿你们无论走到哪里，都有自己的阳光 ,,,,1,02月24日 18:10,对金钟铉写日记超话
菏泽日报,https://weibo.com/5539777260?refer_flag=1001030103_,【我市启用复工复学人员电子健康通行卡】 今日，市委新冠肺炎疫情处置工作领导小组（指挥部）办公室发布《关于转发省委领导小组（指挥部）办公室《关于启用复工复学人员电子健康通行卡的通告》的通知》，标志着我市将启用复工复学人员电子健康通行卡。复工复学人员电子健康卡办理详情如下： O我市启用复工复学人员电子健康通行卡 , 4, 4, 4,4,02月24日 16:59,微博 weibo.com
