no,comments
266,杯子和想的一样 就是要格外注意拧好盖子
267,都不错，就是杯子不保温，总体来说这个价位也可以
268,我老板就用这款，找他要的链接，正好赶上双11搞活动就果断下单了，收到货还挺惊喜的，包装很用心很精美，直接拿去送人都可以的，最重要的是解决了喝茶水吃茶叶的千年老困扰，而且密封性也好，性价比高，喜欢，满意。
269,品相还不错，值得购买。
270,产品功能：方便实用666 商品品质：大品牌值得信赖 外观材质：手感贼棒
271,买来泡花茶挺不错的
272,看起来有设计感，办公室泡茶方便！满意！
273,杯子设计非常方便，质量很好，回来才泡了一次茶喝了几口，就被老公拿去了，赶紧下单再买了一个
274,很满意的杯子，泡茶，泡枸杞子特别方便。与其他泡茶杯不同的是上下旋转就能做到茶水分离，干净彻底，外观上下相同，把手上下对称居中，翻转前后对造型完全没有影响。杯盖严丝合缝，一点☝漏水。黑色略显沉重，即便在办公室用。要是选了别的颜色就好了。 海外运送没问题，安全准确，第一次尝试在美国通过淘宝买国内的东西，一开始还有点担心，怕麻烦，怕最后费用太高，算下来，加上集运的费用也还是比在美国买便宜，何况美国没有这类功能的东西。下次多买些，一起集运就更划算了。
275,杯子还不错，不漏水。
276,杯子很好，赞美
277,还可以不漏水！
278,泡茶非常好用
279,此用户没有填写评论!
280,已用上了很好用
281,很满意，和想象的差不多！
282,快递不给力，摔碎了一个，店家补发了一个。这次邮政快递转给了顺丰派件。好！
283,此用户没有填写评论!
284,不错哦
285,非常不错，大小正好，握把舒适。泡茶方便。
286,此用户没有填写评论!
287,玻璃杯颜值高，还有滤芯，可以过滤茶叶。很防漏，好评啦。
288,这个杯子手感很好，玻璃挺厚实的，茶可以不用长时间浸泡水里了，终于可以实现茶、水分离了，还可以当公道杯，最好能出不锈钢杯体的保温茶杯。现在用着没有问题，真心希望这么好的杯子能耐用，现在基本是杯不离手了。杯子颜值真的很高，茶水分离效果好，茶渣过滤得很干净，密封性又好。
289,玻璃的，密封不漏水，质量杠杠滴
290,宝贝好，包装不错，设计有新意，还未使用，日后再作评论。
291,老公用着很喜欢，这回有喝茶水的了，方便！
292,材料很厚实，希望能耐用。5分好评！
293,杯子可以，两边开盖，泡茶方便，密闭不漏，值得购买
294,此用户没有填写评论!
295,杯子质量很不错，送给长辈的，长辈相当喜欢
296,杯子透明度都是很好的，没有杂质，杯体设计都是那种很简单的端杯，简简单单的很贴心，滤网的材质也很不错，有茶渍的时候，用牙膏刷洗下就干净了，喝进肚子里面的东西，材质是最主要的，收到的时候杯子打开没有异味，这个是让我非常惊讶的，密封性也很好，我拿着它到处走动，一点都不漏水，很喜欢
297,500的大小正好，但比例失调不好看。质量很好，厚实。
298,质量很好   美观大方   好货
299,商品新颖实用，容量也大方便清洁，很漂亮；商家服务认真，发生问题立刻解决，很贴心。很满意！
300,茶杯很好，两头能用，很方便控制茶水浓淡！
301,小贵，还行
302,一边的杯口和盖子不符，会漏水！差评！
303,已经使用了一段时间在评价，东西很不错
304,东西质量很好，和描叙的一样，好评
305,过几天开始启用，办公室一族的福利！
306,密封挺好 也给刻字了
307,买了就用，现在还行，不漏水谁知道以后漏布，不过挺好的现在，好评
308,杯子己收到，还没使用，感觉是一次愉快的购物，等用了追评。
309,第二次买了，玻璃的，适合喝红茶铁观音，很喜欢
310,茶水分离，泡茶方便，
311,杯子挺好，就是有点小，质量没问题
312,非常牛🐮的被子杯子，值得拥有！！！
313,不错不错。质量对得起这个价格
314,老公买的，他说很好用！回来就试了一下！
315,杯子要是直接隔离那种更好
316,非常好用，要是孟保温就更好了
317,多次在这家购买，非常好！杯子到了就泡上了，完美！
318,到了就使用了 非常喜欢 质量很好
319,非常满意，值得购买
320,门当户对几点能到很想念大家想那些明心见性就那些那你到底
321,此用户没有填写评论!
322,买小了点大容量泡茶应该好点
323,老爸很喜欢，很高大上滴
324,水杯总体还是不错的
325,质优价廉！
326,宝贝收到了，谢谢老板！这是第三次买了，真好，这是送领导或者朋友的最佳礼品！
327,杯子的包装很精致，全部用气垫包裹，宝贝质量也不错，用热水泡了几次，感觉还不错，浓淡自己掌握。杯体是加厚玻璃隔热效果还不错，饮水机烧的水倒进去感觉不到烫，而且玻璃材质好很通透没杂质可以很清晰的就能看到茶水浓度。总得来说，用起来还是有点格调。
328,方便好用 不错
329,满意，还刻了字，大气，实用，需要会回购！
330,挺好的，好评
331,杯子不错，价廉物美。用了两天，挺满意。
332,质量很好，用着也方便，特别感谢客服小雪
333,此用户没有填写评论!
334,很好用，很强大。能满足我现在所需
335,很好
336,不错
337,好看，实用
338,杯子已经收到了也已经用上了太棒了
339,宝贝不错用的满意
340,用了下，果然很好用，不用怕喝到茶叶
341,此用户没有填写评论!
342,此用户没有填写评论!
343,超级好，售后服务很不错，感谢卖家
344,杯子很好，第二次购买了。
345,没毛病，不是一次购买了。
346,做工好，质量好，使用方便，挺好的。
347,一般吧！没什么可期待的，65这个价格有点不值。
348,已经试用，感觉不错，质量好，五星，好评！
349,淘宝刷了两三天才下手订了这款杯子，收到货证明这杯子确实不错，是我需要的这种茶水分离的办公室杯子，手感好，颜色正，可以随身带，不漏水，同事看到我买了觉得不错，又帮其它同事买了几个。棒棒哒！我自己用了这么多天再过来追评，确实是好 。快双11了，可以帮老爸也买一个了！
350,从最初的茶水分离杯用到现在的分离办公杯子，我对花间道还是比较认可的。第二次购买了，茶水分离是最大亮点，茶的浓度可以自己掌控了，清洗更加容易了，价格不贵。是个好杯子，很好看，玻璃也很厚很重。上下两端都可以打开。 这种设计很实用很方便。 买之前我以为是一端打开一端是固定住的底座。一用才知道是上下都可以打开的。茶叶有专门放置的位置水茶隔离，杯子还有真空隔离层倒进开水还不烫手牛呀，这次买的茶水杯太值得了。总之是个漂亮的好杯子。
351,此用户没有填写评论!
352,很满意的一次购买
353,好用，没异味，不漏水
354,此用户没有填写评论!
355,挺好的，和卖家说的一样喔⊙&omega;⊙
356,过些时间再来评价
357,第二次买了，挺好！
358,宝贝已收到，非常满意，很好看也很实用
359,还不错试了下不漏水
360,此用户没有填写评论!
361,被子不漏水还不错
362,有点沉 不过好用
363,超喜欢这个杯子
364,办公室喝茶都在用这种款式的杯子，但是其他的杯子要吹茶叶很麻烦，经常把茶叶喝到嘴里，还要吐茶叶，带滤网的玻璃杯虽然能隔离茶叶，但是茶叶一直在里面泡着茶汤很浓很苦，影响口感。但是买了花间道的这款杯子，完全解决了喝茶时候这些麻烦事情。很实用，价格也很实在。
365,茶杯方便好用。赞
366,可以挺不错的，
367,还没有用，以后会追评
368,真不错挺好的👌
369,宝贝质量很好，很喜欢！
370,杯子非常不错
371,质量巨差！杯里面的托盘掉了！真心服了！
372,同事推荐来买的，以往泡茶，刚倒进热水有不能直接喝，等水稍微凉一点，茶又很浓很苦，用了这个杯子，可以随意的控制茶的浓度，上午的时候让水和茶叶接触的时间短点，清淡的茶水补充下身体的水分，下午的时候人容易犯困，让水和茶叶接触的时间长点，喝口浓茶提神醒脑。
373,不错，跟图片一样
374,习惯好评 用后追加
375,还可以 用用看
376,不错的杯子，老板也很实在！
377,新颖，好评！
378,玻璃杯外观大方，杯盖材质很好，也非常大气好看。手柄也做工非常精细，很严实，两头都可以打开，刷洗都是非常好清理的，完全不用担心会漏水的。我已经第三次订购了。
379,满意好评
380,严密挺好的！
381,不错满意
382,不错满意
383,杯子不错！
384,不错的杯子。
385,非常好用
386,杯子样式不错，家里用挺顺手的，缺点嘛小贵了一点，不过质量挺好
387,不错值得购买，非常满意，好评！
388,给老公物色了好久的杯子，送给他的生日礼物，觉得功能设计是比较新颖的，赶上活动，立马入手，茶杯外触手舒适不滑手，装上热水茶叶试试，倒放不漏水，特意放了十分钟都不漏，玻璃杯又环保健康，真的好满意这款杯子，而且杯子双盖设计很巧妙，两头都可以打开，一点都不麻烦。准备让老公试试茶杯的功能。
389,和描述的一致，好评。
390,东西完好无损收到 做工精细 但是感觉过滤有点小 装的茶叶少 冲出来的茶味不够浓 别的都不错 值得购买
391,真的很不错，值得购买。
