no,comments
1863,售后8点名表扬，满意
1864,今天到的，感觉很不错哦，和我之前二十多买的感觉一样效果
1865,收到货了，感觉很不错
1866,此用户没有填写评论!
1867,耳机收到，物流真的太棒了，宝贝包装也很好，音质很不错，真的好实惠，以后还光顾
1868,宝贝物超所值，很喜欢，下次还会来的
1869,一直买这家的耳机，很不错，快递也很快！
1870,还不错，店家服务很好
1871,刚收到货，先试用看看。
1872,此用户没有填写评论!
1873,此用户没有填写评论!
1874,此用户没有填写评论!
1875,很好，老顾客啦
1876,此用户没有填写评论!
1877,物超所值，好物一定推荐人
1878,东西收到，试用效果不错，辛苦快递公司和小哥了，这么严重的疫情！
1879,东西很好，物流速度很快
1880,挺好的不错很耳机质量很好，还有盒子，挺好看，很值得购买。
1881,挺好的，音质不错，物美价廉
1882,挺好的，听得很清楚
1883,还好吧
1884,收到了，音质很好的，发货也很快
1885,此用户没有填写评论!
1886,挺好的
1887,此用户没有填写评论!
1888,此用户没有填写评论!
1889,质量还不错，声音清晰
1890,电流声很大，只用了半个月就坏了，慎买
1891,买过很多次了，这个价位音质就算不错的了！多多少少有一点点杂音不太影响。插进耳机孔时转动耳机头有滋啦滋啦的声音。包装和质量倒是感觉一次没有一次好了。要是想买便宜的耳机有没有那么挑质量，他家是不二选择。
1892,东西非常好，音质也不错性价比挺高的
1893,买了好多次了，很好
1894,买了好多次了，很好
1895,通话电流声有点大但其他都很棒
1896,此用户没有填写评论!
1897,此用户没有填写评论!
1898,耳机收到了，摸上去材质很舒服，音质也可以，好评了
1899,和我期待的有点区别。 挺好就是，调音量的地方只能调大音量。 东西一般。
1900,一如既往，喜欢
1901,挺好的   快递也很快
1902,此用户没有填写评论!
1903,此用户没有填写评论!
1904,此用户没有填写评论!
1905,此用户没有填写评论!
1906,音质非常好，性价比很高建议入手
1907,已经用了很多次了 很好用 而且也推荐给朋友了 他们也很喜欢到货 速度快 通话清晰 打电话打游戏 声音都特别好
1908,物有所值吧，还不错，只是还没使用。外包装对得起价格！
1909,很好用，性价比高，发的顺风快递，谢谢卖家
1910,此用户没有填写评论!
1911,耳机很好，物美价廉，物流也很快。
1912,之前的耳机坏了一个用着很不爽，终于收到新耳机了，音质也好多了
1913,昨天下午下单的今天早上就到了！超级迅速的！质量挺不错的！继续使用哦！
1914,一分价钱一分货，才用了两天左耳麦就不出声音了
1915,此用户没有填写评论!
1916,耳机挺好的，不会有杂音，听着舒适
1917,买了两个，包装不错，做工也挺精致的，有夹子可以调音量大小。试了一下音质，挺好的，希望能用长时间。
1918,顺丰果然很快，卖家服务态度好，非常的好用我给五分
1919,已收到，不错
1920,发货还是比较快的，好评
1921,挺好的，哈哈哈哈，值得购买
1922,佩戴感受：很好 声音效果：很好 外观材质：包装很好，同学推荐的，质量外观都很不错，
1923,不错，挺好的
1924,快递特别快。喜欢！！
1925,不错 挺好的发货也快客服态度好
1926,耳机收到之后立马用了用，这么便宜的价格音质还很好，重点是我特别喜欢可以调声音大小的按钮还会再来回购的
1927,耳机收到之后立马用了用，这么便宜的价格音质还很好，重点是我特别喜欢可以调声音大小的按钮还会再来回购的
1928,总体而言，还是很不错，已推荐给朋友
1929,物美价廉，送货神速
1930,音质还行，就是耳机头塞在耳朵里不舒服
1931,声音效果：音质很好  戴着不会有不适感，K歌很方便啦哈哈哈，物流也很快
1932,还行吧，不过语音的时候有一点点杂音 快递很快，发货慢了一点
1933,耳机质量不错！发货速度也很快！在这个特殊的时刻卖家还能顺丰包邮真的是要给大大的赞！
1934,听起来音质非常好，这么好的耳机居然让我遇到了，有缘
1935,耳机很不错，物美价廉，物流也快
1936,真的很好用了，这个价位值了，小伙伴们快快下单吧
1937,感谢卖家 也感谢快递 特殊时期大家都不容易 虽然物流很慢 就像我们期盼这一年的春天一样 愿这次疫情快点过去
1938,物有所值，特别是物流
1939,超赞，第二次买了，物流也很快
1940,耳机不错，音质很好，线质量也好，还会光顾的！！
1941,此用户没有填写评论!
1942,质量非常好
1943,此用户没有填写评论!
1944,耳机非常好 音质也很好，推荐给朋友啦！
1945,收货之后马上试了试  价格便宜  音质也特别好
1946,佩戴感受：佩戴挺舒适的 声音效果：声音清晰 外观材质：好看喜欢 特色功能：可以静音 真的特别值得推荐。用了一段时间感觉质量很好，嗯喜欢的呢赶紧下单吧！而且价钱也不贵
1947,声音效果：很好 特色功能：没毛病
1948,第二次购买挺好的不错不错
1949,质量太差劲了 用了一天 有一只就没音量了
1950,耳机质量很好，听起来音质也不错
1951,耳机收到了  耳机的音质很好 质量不错 给个好评
1952,佩戴感受：舒适 声音效果：很好，很满意
1953,质量一般，做工较粗糙
1954,此用户没有填写评论!
1955,质量很好
1956,质量不错
1957,质量很好
1958,耳机很好用也很便宜比实体店优惠很多
1959,有一只有时有声音，有时没有，但是很便宜就懒得退了
1960,耳机非常不错，试了一下安卓苹果音质都很好，顺丰也非常快！
1961,物美价廉，整理来说很满意，物流也很快
1962,宝贝很好，音质清晰，上耳舒服
1963,此用户没有填写评论!
1964,挺好用的还不错
1965,质量不怎么啊&hellip;其中一条还没啥用，麦时好时坏
1966,挺好的，物流也超快
1967,还行 在这个价格上算比较好的了
1968,我觉得这个耳机很棒，音质非常的好用着很舒服
1969,此用户没有填写评论!
1970,很好用，快递也很快
1971,老顾客了，买过很多次了，一如既往的好用，平价耳机里面算是挺好的了
1972,特色功能：都挺好的建议购买
1973,佩戴感受：音响超好 声音效果：很值
1974,此用户没有填写评论!
1975,东西还不错 听着没问题 价格也便宜
1976,特殊时期，将近等了一个月，可以理解，一直买的都是这家的耳机。
1977,声音效果：耳机音效一流。录音清晰，我买2个，给我爸一个。 外观材质：外观也好看。
1978,这个耳机确实很好，是我买的价格最便宜，音质最好的耳机。还有个收纳盒可以放着，方便，而且还可以调音量。真的是棒棒的。
1979,音质很好，价格也非常可观，很好，期待下次购买。
1980,耳机非常不错，试了一下安卓苹果音质都很好，顺丰也非常快！
1981,物美价廉，整理来说很满意，物流也很快
1982,宝贝很好，音质清晰，上耳舒服
1983,此用户没有填写评论!
1984,挺好用的还不错
1985,质量不怎么啊&hellip;其中一条还没啥用，麦时好时坏
1986,挺好的，物流也超快
1987,还行 在这个价格上算比较好的了
1988,我觉得这个耳机很棒，音质非常的好用着很舒服
1989,此用户没有填写评论!
1990,很好用，快递也很快
1991,老顾客了，买过很多次了，一如既往的好用，平价耳机里面算是挺好的了
1992,特色功能：都挺好的建议购买
1993,佩戴感受：音响超好 声音效果：很值
1994,此用户没有填写评论!
1995,东西还不错 听着没问题 价格也便宜
1996,特殊时期，将近等了一个月，可以理解，一直买的都是这家的耳机。
1997,声音效果：耳机音效一流。录音清晰，我买2个，给我爸一个。 外观材质：外观也好看。
1998,这个耳机确实很好，是我买的价格最便宜，音质最好的耳机。还有个收纳盒可以放着，方便，而且还可以调音量。真的是棒棒的。
1999,音质很好，价格也非常可观，很好，期待下次购买。
2000,耳机非常不错，试了一下安卓苹果音质都很好，顺丰也非常快！
2001,物美价廉，整理来说很满意，物流也很快
2002,宝贝很好，音质清晰，上耳舒服
2003,此用户没有填写评论!
2004,挺好用的还不错
2005,质量不怎么啊&hellip;其中一条还没啥用，麦时好时坏
2006,挺好的，物流也超快
2007,还行 在这个价格上算比较好的了
2008,我觉得这个耳机很棒，音质非常的好用着很舒服
2009,此用户没有填写评论!
2010,很好用，快递也很快
2011,老顾客了，买过很多次了，一如既往的好用，平价耳机里面算是挺好的了
2012,特色功能：都挺好的建议购买
2013,佩戴感受：音响超好 声音效果：很值
2014,此用户没有填写评论!
2015,东西还不错 听着没问题 价格也便宜
2016,特殊时期，将近等了一个月，可以理解，一直买的都是这家的耳机。
2017,声音效果：耳机音效一流。录音清晰，我买2个，给我爸一个。 外观材质：外观也好看。
2018,这个耳机确实很好，是我买的价格最便宜，音质最好的耳机。还有个收纳盒可以放着，方便，而且还可以调音量。真的是棒棒的。
2019,音质很好，价格也非常可观，很好，期待下次购买。
2020,耳机非常不错，试了一下安卓苹果音质都很好，顺丰也非常快！
2021,物美价廉，整理来说很满意，物流也很快
2022,宝贝很好，音质清晰，上耳舒服
2023,此用户没有填写评论!
2024,挺好用的还不错
2025,质量不怎么啊&hellip;其中一条还没啥用，麦时好时坏
2026,挺好的，物流也超快
2027,还行 在这个价格上算比较好的了
2028,我觉得这个耳机很棒，音质非常的好用着很舒服
2029,此用户没有填写评论!
2030,很好用，快递也很快
2031,老顾客了，买过很多次了，一如既往的好用，平价耳机里面算是挺好的了
2032,特色功能：都挺好的建议购买
2033,佩戴感受：音响超好 声音效果：很值
2034,此用户没有填写评论!
2035,东西还不错 听着没问题 价格也便宜
2036,特殊时期，将近等了一个月，可以理解，一直买的都是这家的耳机。
2037,声音效果：耳机音效一流。录音清晰，我买2个，给我爸一个。 外观材质：外观也好看。
2038,这个耳机确实很好，是我买的价格最便宜，音质最好的耳机。还有个收纳盒可以放着，方便，而且还可以调音量。真的是棒棒的。
2039,音质很好，价格也非常可观，很好，期待下次购买。
2040,耳机非常不错，试了一下安卓苹果音质都很好，顺丰也非常快！
2041,物美价廉，整理来说很满意，物流也很快
2042,宝贝很好，音质清晰，上耳舒服
2043,此用户没有填写评论!
2044,挺好用的还不错
2045,质量不怎么啊&hellip;其中一条还没啥用，麦时好时坏
2046,挺好的，物流也超快
2047,还行 在这个价格上算比较好的了
2048,我觉得这个耳机很棒，音质非常的好用着很舒服
2049,此用户没有填写评论!
2050,很好用，快递也很快
2051,老顾客了，买过很多次了，一如既往的好用，平价耳机里面算是挺好的了
2052,特色功能：都挺好的建议购买
2053,佩戴感受：音响超好 声音效果：很值
2054,此用户没有填写评论!
2055,东西还不错 听着没问题 价格也便宜
2056,特殊时期，将近等了一个月，可以理解，一直买的都是这家的耳机。
2057,声音效果：耳机音效一流。录音清晰，我买2个，给我爸一个。 外观材质：外观也好看。
2058,这个耳机确实很好，是我买的价格最便宜，音质最好的耳机。还有个收纳盒可以放着，方便，而且还可以调音量。真的是棒棒的。
2059,音质很好，价格也非常可观，很好，期待下次购买。
2060,耳机非常不错，试了一下安卓苹果音质都很好，顺丰也非常快！
2061,物美价廉，整理来说很满意，物流也很快
2062,宝贝很好，音质清晰，上耳舒服
2063,此用户没有填写评论!
2064,挺好用的还不错
2065,质量不怎么啊&hellip;其中一条还没啥用，麦时好时坏
2066,挺好的，物流也超快
2067,还行 在这个价格上算比较好的了
2068,我觉得这个耳机很棒，音质非常的好用着很舒服
2069,此用户没有填写评论!
2070,很好用，快递也很快
2071,老顾客了，买过很多次了，一如既往的好用，平价耳机里面算是挺好的了
2072,特色功能：都挺好的建议购买
2073,佩戴感受：音响超好 声音效果：很值
2074,此用户没有填写评论!
2075,东西还不错 听着没问题 价格也便宜
2076,特殊时期，将近等了一个月，可以理解，一直买的都是这家的耳机。
2077,声音效果：耳机音效一流。录音清晰，我买2个，给我爸一个。 外观材质：外观也好看。
2078,这个耳机确实很好，是我买的价格最便宜，音质最好的耳机。还有个收纳盒可以放着，方便，而且还可以调音量。真的是棒棒的。
2079,音质很好，价格也非常可观，很好，期待下次购买。
2080,耳机非常不错，试了一下安卓苹果音质都很好，顺丰也非常快！
2081,物美价廉，整理来说很满意，物流也很快
2082,宝贝很好，音质清晰，上耳舒服
2083,此用户没有填写评论!
2084,挺好用的还不错
2085,质量不怎么啊&hellip;其中一条还没啥用，麦时好时坏
2086,挺好的，物流也超快
2087,还行 在这个价格上算比较好的了
2088,我觉得这个耳机很棒，音质非常的好用着很舒服
